cid_value,country_value,region_value,rating_value
"1225133165","Singapore","Asia Pacific","Poor"
"6131966430","United States","Americas","Poor"
"4760180565","United States","Americas","Poor"
"1219248071","Belgium","Europe","Poor"
"2501083636","United States","Americas","Poor"
"8100455267","Pakistan","Middle East and Africa","Poor"
"5094475287","Singapore","Asia Pacific","Poor"
"3587149736","United States","Americas","Poor"
"7300786055","Netherlands","Europe","Poor"
"6029139467","Norway","Europe","Poor"
"1921451502","United States","Americas","Poor"
"2054935236","Ireland","Europe","Poor"
"5103502002","United States","Americas","Poor"
"8002213063","Netherlands","Europe","Poor"
"2079351330","India","Asia Pacific","Poor"
"1652081006","France","Europe","Poor"
"3450322004","United States","Americas","Poor"
"8890743134","United States","Americas","Poor"
"1591135336","Greece","Europe","Poor"
"8174209504","Switzerland","Europe","Poor"
"2808284038","United States","Americas","Poor"
"4911769734","United States","Americas","Poor"
"1323269453","United States","Americas","Poor"
"3123494530","Finland","Europe","Poor"
"9295145475","United States","Americas","Poor"
"2988583734","Ireland","Europe","Poor"
"3958853534","Australia","Asia Pacific","Poor"
"5773888281","Slovenia","Europe","Poor"
"6582626763","Greece","Europe","Poor"
"1674622724","Ireland","Europe","Poor"
"3299004251","United States","Americas","Poor"
"3507950155","United States","Americas","Poor"
"5125661653","Greece","Europe","Poor"
"2653816157","United States","Americas","Poor"
"8104801710","Netherlands","Europe","Poor"
"9480732579","United States","Americas","Poor"
"7751245902","Netherlands","Europe","Poor"
"8308584089","United States","Americas","Poor"
"1260786075","Ireland","Europe","Poor"
"2848738269","India","Asia Pacific","Poor"
"5820220985","France","Europe","Poor"
"8414439183","United States","Americas","Poor"
"4467647973","United States","Americas","Poor"
"8551068320","Australia","Asia Pacific","Poor"
"8109900926","United States","Americas","Poor"
"2522667355","Malaysia","Asia Pacific","Poor"
"7145076465","United States","Americas","Poor"
"1262489283","Netherlands","Europe","Poor"
"9482464157","United States","Americas","Poor"
"6530746581","United States","Americas","Poor"
"3776193375","United States","Americas","Poor"
"4727648465","Switzerland","Europe","Poor"
"5946279083","Ireland","Europe","Poor"
"1688202036","United Kingdom","Europe","Poor"
"8140119838","United States","Americas","Poor"
"8194926022","Netherlands","Europe","Poor"
"9757196773","Australia","Asia Pacific","Poor"
"3035542489","United States","Americas","Poor"
"9747225306","Slovenia","Europe","Poor"
"8712055863","United States","Americas","Poor"
"2269361475","India","Asia Pacific","Poor"
"2328841310","United States","Americas","Poor"
"7940016234","United States","Americas","Poor"
"5728784987","Australia","Asia Pacific","Poor"
"2936974020","Australia","Asia Pacific","Poor"
"6596776334","Greece","Europe","Poor"
"4083199912","United States","Americas","Poor"
"6970690238","United States","Americas","Poor"
"7388278483","United States","Americas","Poor"
"9824870155","Ireland","Europe","Poor"
"6225843281","United States","Americas","Poor"
"8710744177","United States","Americas","Poor"
"2251742132","Ireland","Europe","Poor"
"6325375422","Turkey","Middle East and Africa","Poor"
"7525980985","United States","Americas","Poor"
"3706536857","Finland","Europe","Poor"
"4377695777","United States","Americas","Poor"
"4685131661","United States","Americas","Poor"
"5265317030","United States","Americas","Poor"
"9264274028","United States","Americas","Poor"
"3738948851","United States","Americas","Poor"
"4152418571","Netherlands","Europe","Poor"
"3480959865","United States","Americas","Poor"
"8424999824","United States","Americas","Poor"
"9948913908","South Africa","Middle East and Africa","Poor"
"1222501281","United States","Americas","Poor"
"1056643383","United States","Americas","Poor"
"9247780065","Norway","Europe","Poor"
"1401119518","Switzerland","Europe","Poor"
"1288758004","United States","Americas","Poor"
"2034300051","United States","Americas","Poor"
"3437244855","Chile","Americas","Poor"
"1595715365","Canada","Americas","Poor"
"9206208018","Hungary","Europe","Poor"
"8595506785","Germany","Europe","Poor"
"4037075263","Ireland","Europe","Poor"
"4955971779","United States","Americas","Poor"
"2493073551","Ireland","Europe","Poor"
"1718804906","United States","Americas","Poor"
"4129936432","United States","Americas","Poor"
"8614098312","United States","Americas","Poor"
"5447919506","United States","Americas","Poor"
"4050542038","United States","Americas","Poor"
"1757297755","Netherlands","Europe","Poor"
"1329456224","Singapore","Asia Pacific","Poor"
"1016051079","United States","Americas","Poor"
"2635967953","Netherlands","Europe","Poor"
"3495560532","Ireland","Europe","Poor"
"4752350165","United Kingdom","Europe","Poor"
"2011995706","Ireland","Europe","Poor"
"1235065859","United States","Americas","Poor"
"6522669353","United States","Americas","Poor"
"7946484824","United States","Americas","Poor"
"4663518624","United States","Americas","Poor"
"5165875677","United States","Americas","Poor"
"9884522106","United States","Americas","Poor"
"2995876975","United States","Americas","Poor"
"2533412406","Ireland","Europe","Poor"
"4302186322","Canada","Americas","Poor"
"4345607214","United States","Americas","Poor"
"9737367324","United States","Americas","Poor"
"6053983022","Ireland","Europe","Poor"
"4475599422","United States","Americas","Poor"
"4421316212","Portugal","Europe","Poor"
"8776958340","France","Europe","Poor"
"4382169885","France","Europe","Poor"
"8218097573","Switzerland","Europe","Poor"
"7663123636","Ireland","Europe","Poor"
"3033200936","United States","Americas","Poor"
"5801209571","Canada","Americas","Poor"
"9335780334","United States","Americas","Poor"
"4995731863","United States","Americas","Poor"
"7346822755","Canada","Americas","Poor"
"9208332061","United States","Americas","Poor"
"4834619489","United States","Americas","Poor"
"2503504626","France","Europe","Poor"
"5360163226","United States","Americas","Poor"
"9570017112","Canada","Americas","Poor"
"9214059224","United States","Americas","Poor"
"1095654471","India","Asia Pacific","Poor"
"6391752251","Ireland","Europe","Poor"
"7040559536","South Africa","Middle East and Africa","Poor"
"9081152365","United States","Americas","Poor"
"2774691810","Portugal","Europe","Poor"
"8782239132","Norway","Europe","Poor"
"3446107018","United States","Americas","Poor"
"1796255885","Finland","Europe","Poor"
"4082450916","India","Asia Pacific","Poor"
"8813515338","France","Europe","Poor"
"7550529479","Norway","Europe","Poor"
"9293136808","United States","Americas","Poor"
"9931887516","United States","Americas","Poor"
"4390827775","Ireland","Europe","Poor"
"8885218353","United States","Americas","Poor"
"8495893316","United States","Americas","Poor"
"2774865822","Ireland","Europe","Poor"
"8190948404","France","Europe","Poor"
"7247315202","United States","Americas","Poor"
"8191657679","United States","Americas","Poor"
"5366093714","United States","Americas","Poor"
"1599388467","United States","Americas","Poor"
"5918997514","United States","Americas","Poor"
"8859416804","Australia","Asia Pacific","Poor"
"9646206524","United States","Americas","Poor"
"4587444583","United States","Americas","Poor"
"3686857775","Greece","Europe","Poor"
"8483785512","United States","Americas","Poor"
"5646799373","Poland","Europe","Disqualified"
"4195240834","Switzerland","Europe","Disqualified"
"3212039522","France","Europe","Disqualified"
"3793548871","France","Europe","Disqualified"
"3278935538","United States","Americas","Disqualified"
"3581851920","Mauritius","Middle East and Africa","Disqualified"
"8921805612","Spain","Europe","Disqualified"
"5600995316","United States","Americas","Disqualified"
"9533798673","United States","Americas","Disqualified"
"3018751579","France","Europe","Disqualified"
"1903256222","Nigeria","Middle East and Africa","Disqualified"
"2855323183","United States","Americas","Disqualified"
"2504378453","Spain","Europe","Disqualified"
"1837984920","United States","Americas","Disqualified"
"7942076916","Vietnam","Asia Pacific","Disqualified"
"4331834032","Ireland","Europe","Disqualified"
"7289183253","Germany","Europe","Disqualified"
"2968513130","France","Europe","Disqualified"
"9772268404","Singapore","Asia Pacific","Disqualified"
"2678158487","Croatia","Europe","Disqualified"
"6437494838","Switzerland","Europe","Disqualified"
"7843487636","United States","Americas","Disqualified"
"8304376667","France","Europe","Disqualified"
"7220498924","France","Europe","Disqualified"
"3917264463","Spain","Europe","Disqualified"
"8450687883","Nigeria","Middle East and Africa","Disqualified"
"7915321155","United States","Americas","Disqualified"
"7055552673","United States","Americas","Disqualified"
"2477264275","United States","Americas","Disqualified"
"9688019726","Nigeria","Middle East and Africa","Disqualified"
"8879025904","Greece","Europe","Disqualified"
"4410253408","Australia","Asia Pacific","Disqualified"
"8601253806","India","Asia Pacific","Disqualified"
"8374810551","United States","Americas","Disqualified"
"7845118971","Ireland","Europe","Disqualified"
"8546492073","Nigeria","Middle East and Africa","Disqualified"
"9476255632","Spain","Europe","Disqualified"
"9822784885","Philippines","Asia Pacific","Disqualified"
"2032613867","Ireland","Europe","Disqualified"
"2294613571","United States","Americas","Disqualified"
"7812797765","France","Europe","Disqualified"
"7442127616","France","Europe","Disqualified"
"1105795220","United States","Americas","Disqualified"
"5169157257","Australia","Asia Pacific","Disqualified"
"8470354671","France","Europe","Disqualified"
"1574860779","United States","Americas","Disqualified"
"6111762483","Mauritius","Middle East and Africa","Disqualified"
"8431997061","Italy","Europe","Disqualified"
"2015204465","India","Asia Pacific","Disqualified"
"4303656887","United States","Americas","Disqualified"
"1228320175","France","Europe","Disqualified"
"7070400173","United States","Americas","Disqualified"
"1011223279","Canada","Americas","Disqualified"
"7977172804","India","Asia Pacific","Disqualified"
"2661114128","Finland","Europe","Disqualified"
"5665658534","France","Europe","Disqualified"
"4156155977","Ireland","Europe","Disqualified"
"9418413753","United States","Americas","Disqualified"
"5397609189","France","Europe","Disqualified"
"9400704565","Ireland","Europe","Disqualified"
"4171638040","Ireland","Europe","Disqualified"
"2104190155","United States","Americas","Disqualified"
"7792424536","Spain","Europe","Disqualified"
"2597516716","United Kingdom","Europe","Disqualified"
"4398794357","Ireland","Europe","Disqualified"
"3244509204","United States","Americas","Disqualified"
"1990450755","Czech Republic","Europe","Disqualified"
"4792479079","France","Europe","Disqualified"
"7268370279","France","Europe","Disqualified"
"6858190651","Singapore","Asia Pacific","Disqualified"
"7571524977","Uganda","Middle East and Africa","Disqualified"
"9884351881","United States","Americas","Disqualified"
"3593050906","Switzerland","Europe","Disqualified"
"6742127665","United States","Americas","Disqualified"
"8113765059","United Kingdom","Europe","Disqualified"
"4475636304","United States","Americas","Disqualified"
"9128467651","Singapore","Asia Pacific","Disqualified"
"9670105322","Australia","Asia Pacific","Disqualified"
"8609331034","Spain","Europe","Disqualified"
"8150022271","Ireland","Europe","Disqualified"
"5823196163","France","Europe","Disqualified"
"6701347169","United States","Americas","Disqualified"
"5983927418","Ecuador","Americas","Disqualified"
"3053155216","Chile","Americas","Disqualified"
"5828211212","Netherlands","Europe","Disqualified"
"4172137369","France","Europe","Disqualified"
"3885504061","United Kingdom","Europe","Disqualified"
"1602845002","United States","Americas","Disqualified"
"5467129520","United States","Americas","Disqualified"
"2842227124","Australia","Asia Pacific","Disqualified"
"1782003232","Ghana","Middle East and Africa","Disqualified"
"4812778534","Belgium","Europe","Disqualified"
"7241843379","United States","Americas","Disqualified"
"7971937406","United Kingdom","Europe","Disqualified"
"6646655418","Ireland","Europe","Disqualified"
"6653095638","Ireland","Europe","Disqualified"
"7467543316","United States","Americas","Disqualified"
"5806490363","United States","Americas","Disqualified"
"2083036726","United States","Americas","Disqualified"
"7335744818","Ireland","Europe","Disqualified"
"3540367822","South Africa","Middle East and Africa","Disqualified"
"9666006655","India","Asia Pacific","Disqualified"
"6501102653","South Africa","Middle East and Africa","Disqualified"
"3606579151","Switzerland","Europe","Disqualified"
"9943283206","Hungary","Europe","Disqualified"
"6023857732","United States","Americas","Disqualified"
"2617059616","United States","Americas","Disqualified"
"9342139226","Australia","Asia Pacific","Disqualified"
"7044864367","United States","Americas","Disqualified"
"6483392522","Canada","Americas","Disqualified"
"3665643824","Poland","Europe","Disqualified"
"7063903208","United States","Americas","Disqualified"
"1472121765","Australia","Asia Pacific","Disqualified"
"4446817975","United States","Americas","Disqualified"
"7436944228","Australia","Asia Pacific","Disqualified"
"1990909420","Belgium","Europe","Disqualified"
"8786144877","United States","Americas","Disqualified"
"8672789430","United Kingdom","Europe","Disqualified"
"5345694006","Nigeria","Middle East and Africa","Disqualified"
"8356031775","United States","Americas","Disqualified"
"1880939583","South Africa","Middle East and Africa","Disqualified"
"8763944557","United States","Americas","Disqualified"
"3893516032","Switzerland","Europe","Disqualified"
"3898684287","Ireland","Europe","Disqualified"
"4034833953","Australia","Asia Pacific","Disqualified"
"3035720283","United States","Americas","Disqualified"
"8195772422","Switzerland","Europe","Disqualified"
"8470299822","Ireland","Europe","Disqualified"
"6454400181","United States","Americas","Disqualified"
"7088602069","United States","Americas","Disqualified"
"1493779253","United States","Americas","Disqualified"
"4279895214","France","Europe","Disqualified"
"9161739287","Switzerland","Europe","Disqualified"
"5826000163","Ireland","Europe","Disqualified"
"3807776936","Ireland","Europe","Disqualified"
"3046061518","United States","Americas","Disqualified"
"8523333759","United States","Americas","Disqualified"
"7565365628","Chile","Americas","Disqualified"
"9395423773","Mauritius","Middle East and Africa","Disqualified"
"2971265120","United States","Americas","Disqualified"
"6059602373","United States","Americas","Disqualified"
"6713138163","United States","Americas","Disqualified"
"4967714540","Canada","Americas","Disqualified"
"1853902951","United States","Americas","Disqualified"
"4774095602","United States","Americas","Disqualified"
"4233952136","Netherlands","Europe","Disqualified"
"5625489904","Netherlands","Europe","Disqualified"
"1562323628","United States","Americas","Disqualified"
"8467275473","United States","Americas","Disqualified"
"3553466720","United States","Americas","Disqualified"
"6488408514","Greece","Europe","Disqualified"
"3497599465","Ireland","Europe","Disqualified"
"7950382057","Ireland","Europe","Disqualified"
"4236879081","Ireland","Europe","Disqualified"
"4016418324","Ireland","Europe","Disqualified"
"2036921532","United States","Americas","Disqualified"
"3775597585","Canada","Americas","Disqualified"
"7506741653","Poland","Europe","Disqualified"
"1755016724","United States","Americas","Disqualified"
"7705909965","United States","Americas","Disqualified"
"5610362481","United States","Americas","Disqualified"
"5200524251","Australia","Asia Pacific","Disqualified"
"9999819077","United States","Americas","Disqualified"
"9923564408","United States","Americas","Disqualified"
"6716629689","Australia","Asia Pacific","Disqualified"
"4344078961","United States","Americas","Disqualified"
"7190525887","Canada","Americas","Disqualified"
"2656591787","Ireland","Europe","Disqualified"
"3771620910","France","Europe","Disqualified"
"2713186289","United States","Americas","Disqualified"
"8703717622","United States","Americas","Disqualified"
"5327999951","Ireland","Europe","Disqualified"
"4241567865","United States","Americas","Disqualified"
"6068115569","United States","Americas","Disqualified"
"9057120224","United States","Americas","Disqualified"
"1432982059","United States","Americas","Disqualified"
"4533955763","Netherlands","Europe","Disqualified"
"2650792751","Portugal","Europe","Disqualified"
"9452825902","France","Europe","Disqualified"
"6766980675","United States","Americas","Disqualified"
"8713373222","United States","Americas","Disqualified"
"8510025863","United States","Americas","Disqualified"
"7175502489","Ireland","Europe","Disqualified"
"6520079081","Netherlands","Europe","Disqualified"
"7817667177","United States","Americas","Disqualified"
"5529277173","United States","Americas","Disqualified"
"9743043420","Ireland","Europe","Disqualified"
"1732263169","United States","Americas","Disqualified"
"7898040371","United States","Americas","Disqualified"
"1886079463","Poland","Europe","Disqualified"
"3065849355","United States","Americas","Disqualified"
"6099099553","Portugal","Europe","Disqualified"
"3804780957","United States","Americas","Disqualified"
"8154961665","Netherlands","Europe","Disqualified"
"4720147169","India","Asia Pacific","Disqualified"
"9221835718","United States","Americas","Disqualified"
"2610691269","United States","Americas","Disqualified"
"6812884032","United States","Americas","Disqualified"
"4083450522","United States","Americas","Disqualified"
"6415722922","Canada","Americas","Disqualified"
"1461203655","Netherlands","Europe","Disqualified"
"2538722516","United States","Americas","Disqualified"
"8336717736","United States","Americas","Disqualified"
"9044103602","Australia","Asia Pacific","Disqualified"
"3266027671","South Africa","Middle East and Africa","Disqualified"
"5267011726","South Africa","Middle East and Africa","Disqualified"
"3199605453","United States","Americas","Disqualified"
"2251921812","Ireland","Europe","Disqualified"
"7935289620","France","Europe","Disqualified"
"4103529638","United States","Americas","Disqualified"
"9272388138","United States","Americas","Disqualified"
"9476650936","Netherlands","Europe","Disqualified"
"7562770626","Belgium","Europe","Disqualified"
"7624818036","Germany","Europe","Disqualified"
"1996232767","France","Europe","Disqualified"
"4604271432","United States","Americas","Disqualified"
"1908537014","Italy","Europe","Disqualified"
"1287071820","United States","Americas","Disqualified"
"2793725926","United States","Americas","Disqualified"
"8169072463","Nigeria","Middle East and Africa","Disqualified"
"1400011157","United States","Americas","Disqualified"
"5149318353","United States","Americas","Disqualified"
"7015080475","Netherlands","Europe","Disqualified"
"7669734081","Chile","Americas","Disqualified"
"4393930618","United States","Americas","Disqualified"
"3090955814","Ecuador","Americas","Disqualified"
"5290307165","Chile","Americas","Disqualified"
